id,date,price,bedrooms,living_area,lot_area,floors,waterfront,grade,above_area,basement_area,yr_built,zipcode
3056800160,20140812T000000,370500,4,1790,6120,2,,7등급,1790,0,2005,98059
2617300160,20140812T000000,420000,3,2020,38332,1,0,7등급,1010,1010,1975,98027
5469700570,20140812T000000,469500,5,2970,24759,1,0,8등급,1670,1300,1969,98031
921049315,20140813T000000,199000,3,1320,17390,1,0,7등급,1320,0,1956,98003
1402200340,20140813T000000,385000,3,1800,18000,1,0,8등급,1200,600,1968,98058
7812800565,20140814T000000,289500,3,960,6400,1,,6등급,820,140,,98178
7974200510,20140814T000000,415000,2,1070,4500,1,0,7등급,1070,0,1937,98115
2436701180,20140814T000000,671500,5,2160,4000,1.5,0,7등급,1530,630,1927,98105
5014600240,20140814T000000,682000,5,2760,5000,2,0,9등급,2760,0,2005,98059
41000454,20140815T000000,130000,2,880,9000,1,,5등급,880,0,1928,98188
6131600060,20140815T000000,214000,3,1200,8316,1,0,6등급,1200,0,1953,98002
4083305445,20140815T000000,650000,3,1340,2720,1.5,0,7등급,1340,0,1913,98103
5029450160,20140815T000000,222000,3,,7187,1,0,7등급,970,470,1981,98023
7453000070,20140818T000000,275000,2,940,5000,1,0,6등급,940,0,1951,98126
9274202270,20140818T000000,625000,2,1490,5750,1.5,0,7등급,1190,300,1900,98116
9477200200,20140818T000000,305000,3,1650,9480,1,0,7등급,1220,430,1977,98034
925059078,20140819T000000,604950,3,-100,5608,1,0,8등급,1340,770,2013,98033
8857600960,20140819T000000,205000,3,940,7980,1,0,7등급,940,0,1960,98032
7942601895,20140819T000000,640000,3,2160,4000,1.5,0,8등급,1960,200,1903,98122
9478500640,20140819T000000,292500,4,,4495,2,0,7등급,2250,0,2008,98042
3362900810,20140820T000000,532170,3,1360,3090,2,0,8등급,1360,0,1990,98103
4233400340,20140820T000000,185000,3,1430,10816,2,0,7등급,1430,0,1994,98010
9276201895,20140820T000000,615000,3,1900,5000,1,0,7등급,950,950,1951,98116
9346980140,20140820T000000,605000,3,1920,7400,1,0,8등급,1260,660,1977,98006
316000160,20140821T000000,260000,3,1480,7469,1.5,0,6등급,1120,360,1940,98168
7511800070,20140821T000000,264000,3,1820,10608,1,0,7등급,1820,0,1962,98003
9133600075,20140821T000000,373000,3,1830,11788,1,0,8등급,1430,400,1958,98055
7437100570,20140821T000000,291000,4,1860,6325,2,0,7등급,1860,0,1991,98038
7504101040,20140821T000000,722500,5,4870,11800,2,0,10등급,3470,1400,1983,98074
4006000251,20140822T000000,226000,3,970,5000,1,0,6등급,970,0,1968,98118
5468730030,20140822T000000,265000,3,1320,8959,1,0,7등급,1320,0,1993,98042
5611500140,20140822T000000,686000,4,2760,6440,2,0,10등급,2760,0,1999,98075
1274500060,20140825T000000,204000,3,1000,12070,1,0,7등급,1000,0,1968,98042
1387300070,20140825T000000,374000,3,1330,10640,1,0,7등급,1330,0,1976,98011
7199350340,20140825T000000,460000,3,1440,7070,1,0,7등급,1440,0,1980,98052
7555210340,20140825T000000,752500,4,2360,8616,2,0,8등급,2360,0,1974,98033
3420069065,20140825T000000,360000,4,3730,16980,1,0,7등급,2150,1580,1974,98022
9468200125,20140826T000000,480000,2,1030,3060,1,0,7등급,790,240,1918,98103
5101405335,20140826T000000,414900,3,1260,9570,1,0,7등급,870,390,1941,98115
405100295,20140826T000000,265000,3,1420,8250,1,0,7등급,1420,0,1954,98133
2524049179,20140826T000000,2000000,3,3050,44867,1,0,9등급,2330,720,1968,98040
3134100116,20140827T000000,470000,5,2030,12342,2,0,7등급,2030,0,1942,98052
7922800400,20140827T000000,951000,5,3250,14342,2,0,8등급,3250,0,1968,98008
4302200695,20140828T000000,270000,2,1000,10320,1,0,6등급,1000,0,1943,98106
9558200045,20140828T000000,289000,3,1260,8400,1,0,7등급,1260,0,1954,98148
8682300890,20140828T000000,699800,2,2380,6600,1,0,8등급,2380,0,2010,98053
8712100575,20140828T000000,915000,5,2750,5589,1.5,0,9등급,1840,910,1910,98112
1072010350,20140828T000000,380000,5,2760,11340,2,0,9등급,2760,0,1978,98059
1250202145,20140828T000000,1070000,2,3900,14864,1,0,8등급,1950,1950,1947,98144
1873100060,20140829T000000,693000,4,2460,4425,2,0,8등급,2460,0,2006,98052
6844700810,20140901T000000,438924,3,1050,4590,1,0,7등급,850,200,1949,98115
2021200370,20140901T000000,1100000,3,3010,5000,2,0,9등급,1890,1120,1931,98199
3294700310,20140902T000000,261000,,750,8125,1,0,6등급,750,0,1943,98055
708000030,20140902T000000,888000,3,1250,8710,1,0,7등급,1250,0,1953,98004
3395070640,20140902T000000,300000,3,1320,2614,2,0,7등급,1320,0,2005,98118
5149300200,20140902T000000,316500,3,1600,14250,1,0,7등급,1070,530,1979,98023
9542830350,20140902T000000,296000,4,1780,3600,2,0,7등급,1780,0,2006,98038
3677400445,20140902T000000,475000,3,2480,5280,1.5,0,7등급,1620,860,1947,98108
646910160,20140903T000000,237000,3,1490,2138,2,0,7등급,1490,0,2005,98055
1138020200,20140903T000000,435000,4,1510,6460,1,0,7등급,1070,440,1970,98034
705700390,20140903T000000,328000,3,2020,8379,2,0,7등급,2020,0,1994,98038
3869900162,20140904T000000,335000,2,1030,1066,2,0,7등급,765,265,2006,98136
2525069041,20140904T000000,505000,3,1830,217800,1,0,7등급,1010,820,1981,98053
5489200435,20140904T000000,550000,4,2670,5000,2,0,7등급,2670,0,1916,98126
626059335,20140904T000000,527000,4,,19436,2,0,8등급,2330,0,1987,98011
7520000520,20140905T000000,232000,2,1240,12092,1,0,6등급,960,280,1922,98146
1959700550,20140905T000000,740000,4,2050,4400,1.5,0,9등급,2050,0,1922,98102
1223039290,20140905T000000,403950,4,2120,13780,2,0,8등급,2120,0,1993,98146
1509500060,20140905T000000,370000,4,2720,8666,2,0,9등급,2720,0,1992,98030
11510310,20140905T000000,835000,4,3130,13412,2,0,9등급,2140,990,1993,98052
1180003090,20140906T000000,190000,2,630,6000,1,0,6등급,630,0,1943,98178
7967200060,20140908T000000,243000,3,1450,12125,1,0,7등급,1450,0,1981,98001
252000400,20140908T000000,323000,3,2100,14850,1,0,7등급,2100,0,1963,98042
7202340960,20140908T000000,581000,3,2600,4438,2,0,7등급,2600,0,2004,98053
1483300570,20140908T000000,905000,4,3300,10250,1,0,7등급,2390,910,1946,98040
2944010240,20140908T000000,988000,4,4040,19700,2,0,11등급,4040,0,1987,98052
6414100671,20140909T000000,425000,3,2500,6840,1,0,8등급,1300,1200,1957,98125
3394100030,20140909T000000,975000,4,2720,11049,2,0,10등급,2720,0,1989,98004
3426059070,20140909T000000,570000,3,2910,37461,1,0,7등급,1530,1380,,98052
1932300075,20140910T000000,245000,2,1050,5900,1,0,7등급,1050,0,1950,98126
3329530200,20140910T000000,205000,3,1410,8384,1,0,7등급,1410,0,1985,98001
6379500159,20140911T000000,400000,3,1190,1149,2,0,8등급,1050,140,2008,98116
1610000016,20140911T000000,175000,4,1300,6030,1.5,0,6등급,1300,0,1947,98168
224069094,20140911T000000,530000,3,2120,40518,1,0,8등급,2120,0,1967,98075
4037200075,20140911T000000,662500,6,2450,25600,1,0,7등급,1340,1110,1957,98008
1560930070,20140911T000000,840000,4,2840,40139,1,0,10등급,2840,0,1986,98038
1099611230,20140912T000000,199000,4,1160,6400,1,0,7등급,1160,0,1975,98023
9385200055,20140912T000000,650000,3,1510,2000,2,0,9등급,1330,180,2001,98116
5101405124,20140912T000000,435000,4,1700,6380,1,0,7등급,850,850,1940,98115
2436701200,20140912T000000,720000,3,2040,4000,2,0,7등급,1360,680,1924,98105
2287000060,20140912T000000,799000,3,2140,9897,1,0,8등급,2140,0,1959,98040
8832900550,20140912T000000,650000,3,2690,11575,1,0,8등급,2130,560,1957,98028
1525059190,20140912T000000,1040000,5,,50094,1,0,11등급,3070,1700,1973,98005
1862400132,20140916T000000,379000,2,930,5400,1,0,7등급,930,0,1952,98117
6852700478,20140916T000000,425000,2,970,2970,1,0,7등급,970,0,1910,98102
5245600105,20140916T000000,228000,3,1190,9199,1,0,7등급,1190,0,1955,98148
1726059053,20140916T000000,270000,2,1380,209959,1,0,6등급,1380,0,1954,98011
2525310310,20140916T000000,272500,3,1540,12600,1,0,7등급,1160,380,1980,98038
2268400350,20140916T000000,749000,4,1710,9627,1,0,9등급,1440,270,1976,98006
284000223,20140916T000000,578000,3,2120,10875,1,0,8등급,1540,580,1977,98146
3179100060,20140916T000000,880000,4,2800,6750,2,0,9등급,1890,910,1951,98105
1771000890,20140917T000000,305000,3,1160,9750,1,0,7등급,1160,0,1967,98077
2723089104,20140917T000000,315000,3,1540,17424,2,0,7등급,1540,0,1992,98045
8856004730,20140917T000000,199950,2,1590,20917,1.5,0,5등급,1590,0,1920,98001
8857320070,20140917T000000,490000,3,1980,3128,2,0,9등급,1980,0,1979,98008
7855801090,20140917T000000,795000,5,3040,9570,1,0,8등급,1640,1400,1966,98006
7806300030,20140917T000000,299000,3,3080,19635,1,0,7등급,1610,1470,1958,98032
7203000640,20140918T000000,215000,4,1130,7400,1,0,7등급,1130,0,1969,98003
1922059282,20140918T000000,325000,3,2220,16020,1,0,8등급,1780,440,1966,98030
2171400197,20140918T000000,350000,5,2520,5500,1,0,8등급,1550,970,2004,98178
4039300400,20140919T000000,469950,3,1620,8701,1,0,7등급,1220,400,1962,98007
2115200125,20140919T000000,384000,4,2100,7135,1,0,7등급,1050,1050,1955,98106
9526600140,20140919T000000,677900,3,2440,4587,2,0,8등급,2440,0,2010,98052
8564950390,20140919T000000,525000,4,2450,5280,2,0,8등급,2450,0,2003,98011
7279300070,20140922T000000,345500,3,1350,8581,1,0,6등급,1350,0,1944,98177
2013200390,20140922T000000,268000,4,1680,9966,1,0,7등급,1100,580,1977,98198
3904930240,20140922T000000,485000,3,1880,5502,2,0,8등급,1880,0,1988,98029
2757000030,20140922T000000,855000,4,2270,10460,2,0,9등급,2270,0,1965,98040
3353401710,20140923T000000,227950,3,1670,8230,1,0,7등급,1670,0,1954,98001
3832710960,20140923T000000,260000,3,1810,7209,1,0,7등급,1240,570,1978,98032
2473420140,20140923T000000,315000,4,2300,18360,1,0,7등급,1560,740,1979,98058
5450900060,20140923T000000,1480000,5,4570,19252,2,0,10등급,4570,0,1965,98040
9550204515,20140924T000000,542000,2,890,3060,1,0,7등급,770,120,1910,98105
6197800045,20140924T000000,290000,3,1210,33919,1,0,7등급,1210,0,1954,98058
1566100400,20140924T000000,387500,3,1220,8329,1,0,6등급,1220,0,1946,98115
8001400340,20140924T000000,289000,3,1850,9550,1,0,8등급,1850,0,1988,98001
2976800796,20140925T000000,236000,3,1300,5898,1,0,7등급,1300,0,1961,98178
3905040800,20140925T000000,533600,3,1930,5080,2,0,8등급,1930,0,1990,98029
3885805935,20140926T000000,5680000,4,1740,9000,1,0,8등급,1740,0,1958,98033
3438500192,20140929T000000,285000,3,1120,10701,1,0,7등급,1120,0,1954,98106
3830630060,20140929T000000,245000,3,1730,7442,2,0,7등급,1730,0,1987,98030
1687900520,20140929T000000,673000,4,2590,8190,2,0,8등급,2590,0,1980,98006
2025069065,20140929T000000,2400000,4,3650,8354,1,1,9등급,1830,1820,2000,98074
3013300288,20140930T000000,478500,3,2090,4755,1,0,8등급,1200,890,1969,98136
1442740140,20140930T000000,370000,3,2110,13300,2,0,8등급,2110,0,1985,98038
7852180340,20140930T000000,430000,3,2360,6699,2,0,7등급,2360,0,2003,98065
3300701615,20140930T000000,655000,4,2630,4000,3,0,8등급,2630,0,2002,98117
2231500030,20141001T000000,315000,4,-100,10754,1,0,7등급,1100,1080,1954,98133
8150100045,20141001T000000,210000,2,830,6000,1,0,6등급,830,0,1940,98126
2571910160,20141001T000000,283000,4,2130,8560,1,0,7등급,1560,570,1992,98022
1118500030,20141001T000000,810000,4,3520,15420,2,0,10등급,3520,0,,98074
726049190,20141002T000000,287500,3,1810,7200,1,0,7등급,1130,680,1954,98133
6073240060,20141002T000000,580000,4,3280,11060,2,0,8등급,2270,1010,1986,98056
7846200070,20141002T000000,595000,3,3370,14402,2,0,9등급,3370,0,2004,98045
1081200350,20141003T000000,320000,4,1760,11180,1,0,8등급,1760,0,1968,98059
2201500030,20141006T000000,420000,4,1750,9600,1.5,0,7등급,1750,0,1954,98006
2591820310,20141006T000000,365000,4,2070,8893,2,0,8등급,2070,0,1986,98058
205000520,20141006T000000,5900000,4,3200,36276,2,0,9등급,3200,0,1993,98053
6054650070,20141007T000000,400000,3,1370,9680,1,0,7등급,1370,0,1977,98074
3387900390,20141007T000000,255000,3,1410,9315,1,0,7등급,1410,0,1960,98031
5009600070,20141007T000000,260000,4,1960,5238,2,0,7등급,1960,0,2003,98038
5466420030,20141007T000000,253000,3,2020,6564,1,0,7등급,1310,710,1994,98042
2450000295,20141007T000000,1090000,3,2920,8113,2,0,8등급,2920,0,1950,98004
4054500390,20141007T000000,1370000,4,5310,57346,2,0,11등급,5310,0,1989,98077
339500160,20141008T000000,662000,3,2500,36947,1,0,9등급,2500,0,1984,98052
7010700292,20141009T000000,543500,3,1270,2790,1,0,7등급,990,280,1970,98199
1446800511,20141009T000000,249950,4,1330,7980,1.5,0,6등급,1330,0,1952,98168
8682250350,20141009T000000,507000,2,1670,6460,1,0,8등급,1670,0,2004,98053
3717000160,20141009T000000,287000,4,2240,4648,2,0,7등급,2240,0,2005,98001
6664000030,20141009T000000,980000,4,2240,11034,2,0,8등급,2240,0,1976,98004
7905370390,20141009T000000,475000,5,2340,7200,1,0,7등급,1300,1040,1975,98034
2322069114,20141010T000000,287653,3,1050,16050,1,0,7등급,1050,0,1960,98038
7526800200,20141010T000000,615000,4,2500,10062,1,0,8등급,1600,900,1975,98052
7129300520,20141013T000000,221900,3,1180,5650,1,0,7등급,1180,0,1955,98178
5102400105,20141013T000000,400000,4,1420,4875,1.5,0,7등급,1420,0,1930,98115
4036801170,20141013T000000,380000,4,1760,7300,1,0,7등급,880,880,1956,98008
4100000140,20141013T000000,640000,4,2060,9828,1,0,8등급,2060,0,1960,98005
1310900260,20141013T000000,318888,4,2320,12000,1,0,8등급,2270,50,1973,98032
1373800295,20141013T000000,1450000,3,4380,6320,2,0,10등급,3580,800,1952,98199
1222069094,20141014T000000,385000,20,1350,155073,1,0,7등급,1350,0,1969,98038
2287000030,20141014T000000,811000,3,1870,9897,1,0,8등급,1870,0,1960,98040
4022907770,20141014T000000,550000,4,2480,14782,1,0,8등급,1460,1020,1958,98155
8651610890,20141014T000000,1150000,4,4190,10259,2,0,11등급,3150,1040,2000,98074
2621760350,20141015T000000,325000,4,1850,7324,2,0,8등급,1850,0,1997,98042
1245002952,20141015T000000,1200000,4,2770,7800,2,0,10등급,2770,0,,98033
4139430340,20141015T000000,1030000,3,3680,13384,2,0,10등급,3680,0,1994,98006
7234600903,20141016T000000,419000,2,1180,1253,2,0,8등급,840,340,2008,98122
3814400125,20141016T000000,493000,4,1910,2874,1,0,7등급,1060,850,1910,98122
1596600024,20141016T000000,550000,5,2160,5720,1,0,7등급,1500,660,1950,98144
3438500486,20141016T000000,413000,4,2380,5809,2,0,7등급,1750,630,1995,98106
7004200060,20141017T000000,309600,4,1275,20000,1,0,6등급,1275,0,1991,98070
1745100140,20141017T000000,210000,3,1700,11390,1,0,7등급,1700,0,1967,98003
7214810350,20141017T000000,467000,5,2500,13500,1,0,7등급,1850,650,1979,98072
662310400,20141017T000000,515000,4,3590,8249,2,0,9등급,3590,0,,98023
7852020640,20141020T000000,470000,3,-100,4700,2,0,8등급,2100,0,1999,98065
7972601890,20141020T000000,385000,4,2360,7620,1,0,7등급,1180,1180,1955,98106
9500900135,20141021T000000,200000,3,1210,10588,1,0,7등급,1210,0,1958,98002
808000070,20141021T000000,206600,3,1390,13464,1,0,7등급,1390,0,1987,98030
7749500370,20141021T000000,225000,4,1800,9350,1,0,8등급,1800,0,1969,98092
3620069036,20141021T000000,265000,3,1820,32666,1,0,7등급,1820,0,1966,98022
5072410070,20141021T000000,505000,3,2519,8690,2,0,8등급,2519,0,1973,98166
809002765,20141022T000000,610000,3,1180,3400,1.5,0,8등급,1180,0,1907,98109
65000400,20141022T000000,570000,4,1490,6766,1.5,0,7등급,1490,0,1915,98136
3654800200,20141022T000000,265000,3,1720,6271,2,0,7등급,1720,0,1993,98038
3876300310,20141022T000000,439000,4,2060,10070,2,0,7등급,2060,0,1975,98034
1115450240,20141022T000000,360000,4,2160,9528,2,0,9등급,2160,0,1992,98001
3276930400,20141022T000000,625000,4,2220,36085,2,0,9등급,2220,0,1989,98075
2768301525,20141023T000000,570000,3,1570,1777,2,0,8등급,1260,310,2007,98107
7994700030,20141023T000000,201000,5,1660,78408,1.5,0,6등급,1660,0,1915,98065
2597650240,20141023T000000,520000,3,2030,16200,2,0,8등급,2030,0,1984,98027
7611200125,20141023T000000,467000,2,,10800,1,0,8등급,1320,0,1947,98177
8644000060,20141024T000000,237000,3,1270,8470,1,0,7등급,1270,0,1960,98198
770000045,20141024T000000,405600,5,2830,4000,2.5,0,8등급,2830,0,1918,98118
2123039032,20141027T000000,369900,1,760,10079,1,1,5등급,760,0,1936,98070
9169600135,20141027T000000,525000,3,1350,6000,1,0,7등급,900,450,1950,98136
1545804860,20141027T000000,275000,3,1590,7750,1,0,7등급,1060,530,1997,98038
5200100125,20141027T000000,555000,3,1980,3478,1.5,0,7등급,1440,540,1929,98117
8648100200,20141027T000000,331500,4,2050,10271,2,0,7등급,2050,0,1998,98042
3530210260,20141027T000000,274975,3,3030,45004,2,0,9등급,3030,0,1987,98077
2313900510,20141028T000000,532500,3,1330,5000,2,0,7등급,1210,120,1909,98116
9270200160,20141028T000000,685000,3,1570,2280,2,0,7등급,1570,0,1922,98119
9418400240,20141028T000000,355000,2,2020,6720,1,0,7등급,1010,1010,1948,98118
3624079046,20141028T000000,460000,4,2230,108900,1,0,7등급,1410,820,1978,98065
5468750060,20141028T000000,328500,4,2290,8250,2,0,9등급,2290,0,1990,98042
8961960160,20141028T000000,480000,4,3230,16171,2,0,9등급,2520,710,2001,98001
3121059033,20141029T000000,325000,3,1490,57381,1.5,0,5등급,1490,0,1932,98092
1922059046,20141029T000000,308000,3,1980,39150,1.5,0,6등급,1580,400,1932,98030
2270000070,20141030T000000,280000,4,1560,4350,2,0,7등급,1560,0,2003,98056
8075400570,20141030T000000,258000,5,2260,12500,1,0,8등급,1130,1130,1960,98032
3760000030,20141030T000000,669950,5,2820,14062,2,0,7등급,2380,440,1960,98034
1202000200,20141103T000000,233000,3,1710,4697,1.5,0,6등급,1710,0,1941,98002
6205500030,20141103T000000,480000,4,2180,10575,1,0,6등급,1730,450,1950,98005
2599001200,20141103T000000,305000,5,2660,8400,1.5,0,7등급,2660,0,1961,98092
1994200024,20141104T000000,511000,3,1430,3455,1,0,7등급,980,450,1947,98103
8944290160,20141104T000000,230000,3,1510,3413,2,0,7등급,1510,0,1985,98031
2205700350,20141104T000000,378500,4,1700,8640,1,0,7등급,850,850,1955,98006
4137050060,20141104T000000,280000,4,2050,7416,2,0,8등급,2050,0,1990,98092
3575200070,20141104T000000,560000,3,2060,31400,2,0,8등급,2060,0,1984,98074
3524049083,20141104T000000,445000,4,2100,4400,1.5,0,7등급,1720,380,1924,98118
1774220160,20141104T000000,632925,3,,32239,2,0,8등급,2990,0,1978,98077
1432600560,20141105T000000,166950,3,1190,8820,1,0,6등급,1190,0,1959,98058
2827100070,20141105T000000,290000,4,1330,8184,1.5,0,7등급,1330,0,1949,98133
6381500700,20141105T000000,365000,4,1590,7085,1.5,0,6등급,1590,0,1944,98125
3340401555,20141105T000000,235000,4,1690,11054,1,0,5등급,1690,0,1930,98055
2321300390,20141105T000000,650000,3,1870,3388,1,0,8등급,1230,640,1925,98199
1328320800,20141105T000000,305000,4,1950,7700,1,0,8등급,1350,600,1979,98058
4140090240,20141105T000000,520000,3,2590,9263,1,0,8등급,1440,1150,1977,98028
3276920270,20141105T000000,832500,4,3430,35102,2,0,10등급,2390,1040,1986,98075
2525000510,20141106T000000,328000,3,1470,7650,1,0,7등급,1130,340,1983,98059
7852030960,20141106T000000,437500,3,2120,4500,2,0,7등급,2120,0,2000,98065
1115300070,20141106T000000,684000,4,3040,8414,2,0,9등급,2420,620,2010,98059
826069046,20141107T000000,740000,3,2100,72745,1,0,9등급,2100,0,1995,98077
7589200193,20141110T000000,535000,3,1090,3000,1.5,0,8등급,1090,0,1929,98117
1962200435,20141110T000000,1010000,4,1820,5400,1.5,0,8등급,1820,0,1923,98102
8562750320,20141110T000000,580500,3,2320,3980,2,0,8등급,2320,0,2003,98027
2024069128,20141110T000000,1030000,3,3545,9816,1,0,10등급,2610,935,2005,98027
7549802535,20141111T000000,423000,4,1970,6480,1.5,0,7등급,1130,840,1920,98108
2110200036,20141111T000000,700000,5,2400,3118,2,0,7등급,1780,620,1928,98122
8651600160,20141111T000000,799000,4,2510,11585,2,0,8등급,2510,0,1969,98040
7282300125,20141112T000000,330000,3,980,7000,1,0,6등급,980,0,1953,98133
2222059065,20141112T000000,297000,3,1940,14952,2,0,8등급,1940,0,1994,98042
7578200310,20141112T000000,650000,4,2208,5000,3,0,8등급,2208,0,1917,98116
3343901234,20141113T000000,341500,3,1130,7223,1,0,7등급,1130,0,1961,98056
1865820370,20141113T000000,166600,,1150,8690,1,0,7등급,1150,0,1977,98042
8029200135,20141113T000000,247000,3,1270,7198,1.5,0,7등급,1270,0,1916,98022
9412200260,20141113T000000,496500,4,2250,14440,1,0,7등급,1550,700,1967,98027
6613000140,20141113T000000,1300000,3,3400,5979,2,0,9등급,2290,1110,1937,98105
1126049053,20141113T000000,770000,4,3820,26300,2,0,9등급,2850,970,,98028
8820902200,20141113T000000,1200000,4,4110,8400,2,0,9등급,3130,980,1928,98125
643500030,20141114T000000,431650,5,1710,7700,1.5,0,7등급,1710,0,1962,98007
4232902595,20141114T000000,940000,3,2140,3600,2,0,9등급,1900,240,1925,98119
936000060,20141114T000000,310000,5,2190,27260,1,0,7등급,2190,0,1947,98166
4386700135,20141114T000000,2250000,4,4760,8036,2.5,0,9등급,3390,1370,1916,98112
4338800370,20141117T000000,220000,3,1000,6020,1,0,6등급,1000,0,1944,98166
8718500075,20141117T000000,396000,3,1300,8280,1,0,7등급,1300,0,1956,98028
5419800510,20141117T000000,268500,4,1420,7500,1,0,7등급,1080,340,1981,98031
5437810320,20141117T000000,269950,3,1950,7560,1,0,7등급,1320,630,1975,98022
922049078,20141118T000000,157000,1,870,26326,1,0,6등급,870,0,1939,98198
1139000069,20141118T000000,320000,3,1240,1221,2,0,8등급,1050,190,2009,98133
6450303785,20141118T000000,320000,3,1340,5175,1,0,7등급,940,400,1987,98133
7843500070,20141118T000000,308000,4,1960,12243,2,0,8등급,1960,0,1989,98042
8159610060,20141119T000000,233000,3,1400,9177,1,0,7등급,1400,0,1974,98001
6675500070,20141119T000000,391500,3,1450,9132,1,0,7등급,1450,0,1987,98034
943100260,20141120T000000,213000,2,1000,10200,1,0,6등급,1000,0,1961,98024
5066400483,20141120T000000,249900,3,1380,14000,1,0,5등급,1380,0,,98001
8562501040,20141120T000000,452000,4,1580,7350,1,0,7등급,960,620,1963,98052
3291800710,20141120T000000,338000,4,2090,7500,1,0,7등급,1370,720,1986,98056
2423069155,20141120T000000,460000,4,2090,40419,1,0,7등급,2090,0,1984,98027
3814700200,20141120T000000,329000,3,2450,6500,2,0,8등급,2450,0,1985,98030
3253500160,20141120T000000,317625,3,2770,3809,1.5,0,7등급,1770,1000,1925,98144
3760500116,20141120T000000,3070000,3,3930,55867,1,1,8등급,2330,1600,1957,98034
6388930390,20141120T000000,650000,5,3960,25245,2,0,9등급,2500,1460,1996,98056
4348800030,20141121T000000,727500,2,1240,9119,1,0,7등급,1240,0,1952,98004
7800800160,20141121T000000,375000,3,2120,18500,2,0,8등급,2120,0,1983,98031
9264902050,20141121T000000,315000,6,2940,7350,1,0,8등급,1780,1160,1978,98023
825059270,20141121T000000,1100000,5,4090,12850,1,0,10등급,2090,2000,1986,98033
3626039325,20141121T000000,740500,3,4380,6350,2,0,8등급,2780,1600,1900,98117
4337000335,20141122T000000,268750,4,800,8775,1,0,6등급,800,0,1943,98166
1222000055,20141123T000000,180250,2,900,9600,1,0,6등급,900,0,1941,98166
4235400186,20141124T000000,331000,3,1080,1306,1,0,7등급,580,500,1954,98199
9407100800,20141124T000000,255000,3,1230,10170,1,0,7등급,1230,0,1979,98045
1775920350,20141124T000000,323000,3,1290,12231,1,0,7등급,1290,0,1976,98072
2525500260,20141124T000000,331000,3,1300,9079,1,0,7등급,1300,0,1986,98059
3224800075,20141124T000000,234000,3,1420,8738,1,0,7등급,1420,0,1966,98002
7214700350,20141124T000000,521000,4,2020,36400,1,0,8등급,1550,470,1976,98077
6126500060,20141124T000000,329950,3,2080,5969,1,0,7등급,1080,1000,1971,98108
8818900060,20141125T000000,664000,4,1530,4080,1.5,0,7등급,1530,0,1912,98105
6204400270,20141125T000000,390000,3,1910,11576,1,0,7등급,1410,500,1978,98011
1796380960,20141126T000000,223000,3,1670,6824,1,0,7등급,1300,370,1990,98042
2122039094,20141126T000000,705000,3,1970,20978,2,1,9등급,1770,200,1980,98070
3996900125,20141201T000000,230000,3,1060,10228,1,0,7등급,1060,0,,98155
2426039314,20141201T000000,280000,2,1190,1265,3,0,7등급,1190,0,2005,98133
3303700376,20141201T000000,5336000,,1400,1581,1.5,0,8등급,1400,0,1909,98112
2419600075,20141201T000000,465000,3,1480,6360,1,0,7등급,1480,0,1954,98133
1917300260,20141202T000000,210000,4,1520,6174,1.5,0,6등급,1520,0,1920,98022
8722101360,20141202T000000,780000,3,1660,4400,1.5,0,8등급,1460,200,1911,98112
1774000200,20141202T000000,400000,3,1920,9102,1,0,7등급,1920,0,1968,98072
5104520400,20141202T000000,390000,3,2350,5100,2,0,8등급,2350,0,2003,98038
686500030,20141202T000000,650000,,3610,10003,1.5,0,8등급,3610,0,1966,98008
625049299,20141203T000000,482000,2,950,3960,1,0,7등급,950,0,1941,98103
3363900111,20141203T000000,437500,2,990,3120,1,0,7등급,790,200,1907,98103
7955080270,20141203T000000,322500,4,2060,6659,1,0,7등급,1280,780,1981,98058
8113101670,20141203T000000,378000,4,2140,7920,1,0,7등급,1190,950,1959,98118
2465400036,20141203T000000,990000,4,2780,10480,1,0,7등급,1390,1390,1967,98033
1526069017,20141203T000000,921500,4,3670,315374,2,0,9등급,3670,0,1994,98077
6838700060,20141204T000000,280000,3,1430,7222,2,0,7등급,1430,0,1993,98056
5694500105,20141204T000000,595000,2,1510,4000,1,0,7등급,1010,500,1900,98103
4048400070,20141205T000000,320000,2,1070,32633,1,0,6등급,1070,0,1930,98059
16000397,20141205T000000,189000,2,1200,9850,1,0,7등급,1200,0,1921,98002
1115810060,20141205T000000,585188,3,2230,10026,1,0,8등급,1430,800,1975,98052
9528102996,20141207T000000,549000,3,1540,1044,3,0,8등급,1540,0,2014,98115
3584000310,20141208T000000,225000,3,1430,8505,1,0,7등급,1430,0,1968,98003
2558660270,20141208T000000,370000,3,1580,7000,1,0,7등급,1180,400,1976,98034
3126049411,20141209T000000,340000,2,1100,1760,3,0,7등급,1100,0,1997,98103
8669160310,20141209T000000,266000,3,1805,3402,2,0,7등급,1805,0,2009,98002
2487200875,20141209T000000,604000,4,1960,5000,1,0,7등급,1050,910,1965,98136
108000127,20141209T000000,456500,4,2000,2309,3,0,8등급,2000,0,2008,98177
4166600473,20141209T000000,359500,4,2390,11250,2,0,9등급,2390,0,1988,98023
6414100192,20141209T000000,538000,3,2570,7242,2,0,7등급,2170,400,1951,98125
4139480200,20141209T000000,1400000,4,4290,12103,1,0,11등급,2690,1600,,98006
7972600860,20141210T000000,345000,4,1550,7620,1.5,0,7등급,1550,0,1957,98106
