SalePrice,Overall_Qual,Overall_Cond,Gr_Liv_Area,Lot_Area,Year_Built,Total_Bsmt_SF,Garage_Cars,Garage_Yr_Blt,Full_Bath,Bedroom_AbvGr,Neighborhood,House_Style,Kitchen_Qual,Exter_Qual
117000,5,8,1348,6000,1925,884.0,1.0,1960.0,1,3,BrkSide,1.5Fin,TA,TA
132500,6,6,1412,6000,1939,780.0,1.0,1939.0,1,4,BrkSide,1.5Fin,TA,TA
93000,5,5,1142,6000,1924,468.0,1.0,1924.0,1,3,BrkSide,1.5Fin,TA,TA
119000,6,7,904,6000,1926,884.0,1.0,1926.0,1,2,BrkSide,1.5Unf,TA,Gd
100000,5,5,1301,6911,1924,1145.0,2.0,1965.0,1,2,BrkSide,1Story,Fa,TA
141500,5,6,1539,6120,1936,927.0,2.0,1995.0,1,3,BrkSide,1.5Fin,TA,TA
133000,4,7,1573,6120,1935,884.0,1.0,1935.0,1,3,BrkSide,1.5Fin,Gd,TA
60000,2,3,800,6120,1936,264.0,0.0,,1,1,BrkSide,1Story,Fa,Fa
105000,5,7,875,6120,1931,715.0,1.0,1931.0,1,2,BrkSide,1Story,TA,TA
115000,5,6,995,6120,1925,960.0,1.0,1926.0,1,2,BrkSide,1Story,TA,TA
150000,5,6,1582,6120,1938,952.0,1.0,1938.0,2,3,BrkSide,1.5Fin,TA,TA
126500,5,5,1072,8635,1925,1072.0,5.0,1982.0,1,2,BrkSide,1Story,TA,TA
214500,6,6,2134,11888,1916,844.0,2.0,1930.0,2,5,BrkSide,2.5Unf,Gd,TA
167500,7,8,2019,11414,1910,728.0,2.0,1997.0,1,3,BrkSide,2Story,Gd,TA
155000,6,6,1768,8094,1915,1048.0,2.0,1930.0,2,3,OldTown,2Story,TA,TA
155000,7,8,1826,2500,1915,910.0,1.0,1915.0,1,4,OldTown,2Story,Ex,Gd
179900,7,8,1944,9928,1915,672.0,1.0,1915.0,2,3,OldTown,2Story,TA,TA
104000,6,6,2229,5520,1912,755.0,0.0,,1,5,OldTown,2.5Fin,TA,TA
62500,5,1,2128,3000,1922,1040.0,0.0,,2,4,OldTown,2Story,TA,TA
149000,6,5,1930,6876,1927,720.0,1.0,1927.0,2,4,IDOTRR,2Story,TA,TA
103000,4,5,1208,6240,1925,780.0,2.0,1962.0,1,2,IDOTRR,1.5Fin,TA,TA
123000,6,7,1427,5775,1915,483.0,1.0,1915.0,1,3,OldTown,2Story,Gd,TA
97500,7,5,1864,5852,1902,1020.0,0.0,,2,6,OldTown,2.5Unf,TA,TA
135000,6,6,1666,5160,1927,1204.0,1.0,1927.0,1,3,IDOTRR,1.5Fin,TA,TA
70000,4,6,892,5160,1923,858.0,0.0,,1,1,IDOTRR,SFoyer,Gd,TA
116000,6,7,1403,10320,1915,698.0,1.0,1915.0,1,3,IDOTRR,2Story,TA,TA
88750,4,9,704,4280,1946,560.0,1.0,1946.0,1,2,Sawyer,1Story,Fa,TA
179000,5,5,1200,10800,1987,1200.0,0.0,,3,3,Edwards,1Story,TA,TA
179000,5,5,1200,10800,1987,1200.0,0.0,,3,3,Edwards,1Story,TA,TA
159900,5,5,1152,10547,1978,1152.0,1.0,1960.0,2,2,Edwards,SFoyer,TA,TA
61000,1,1,904,10020,1922,683.0,0.0,,0,1,Edwards,1Story,Fa,Fa
103600,6,6,1369,6629,1925,672.0,1.0,1930.0,2,3,Edwards,2Story,TA,TA
63000,5,3,1112,9780,1934,585.0,1.0,1934.0,2,4,Edwards,1.5Fin,TA,TA
175000,5,6,1464,12886,1963,520.0,2.0,1997.0,2,3,Sawyer,SLvl,TA,TA
139000,5,6,1121,8816,1963,1121.0,2.0,1963.0,1,3,Sawyer,1Story,TA,TA
172500,6,5,1683,11184,1978,918.0,2.0,1978.0,2,3,Sawyer,2Story,TA,TA
113500,5,6,1052,11625,1967,1052.0,1.0,1984.0,1,3,Sawyer,1Story,TA,TA
130000,5,7,899,7800,1967,864.0,1.0,1967.0,1,3,Sawyer,1Story,Gd,TA
149900,6,5,1034,8014,1978,456.0,2.0,1978.0,1,3,Sawyer,SFoyer,TA,TA
134900,5,5,858,7252,1982,858.0,2.0,1983.0,1,2,Sawyer,SFoyer,TA,TA
137000,5,6,860,8740,1982,840.0,2.0,1996.0,1,2,Sawyer,SFoyer,TA,TA
139000,5,5,1092,11616,1962,1092.0,1.0,1962.0,1,3,Sawyer,1Story,TA,TA
165000,5,5,1774,15400,1961,552.0,1.0,1961.0,2,4,Sawyer,SLvl,TA,TA
148000,6,5,1138,15312,1960,1138.0,2.0,1960.0,1,3,Sawyer,SLvl,TA,TA
165000,5,5,2071,15584,1956,825.0,1.0,1956.0,1,4,ClearCr,SLvl,TA,TA
63900,2,2,660,9000,1947,0.0,0.0,,1,2,Sawyer,1Story,Fa,TA
161500,4,5,1788,11250,1957,1104.0,1.0,1957.0,1,5,ClearCr,1.5Fin,TA,TA
143000,5,8,1473,25095,1968,1437.0,1.0,1968.0,1,1,ClearCr,1Story,Ex,TA
135000,4,6,1229,17140,1956,1134.0,1.0,1956.0,1,3,Edwards,1Story,TA,TA
82500,4,5,861,12342,1940,861.0,2.0,1961.0,1,1,Edwards,1Story,TA,TA
190000,5,5,1867,10708,1955,1617.0,1.0,1955.0,1,2,ClearCr,1Story,TA,Gd
139600,3,5,1733,13680,1955,0.0,2.0,1955.0,2,4,Edwards,1Story,TA,TA
122000,4,5,1383,15635,1954,0.0,2.0,1980.0,1,2,Edwards,1Story,TA,TA
127500,6,5,1689,9855,1956,1436.0,2.0,1956.0,1,3,Edwards,1Story,TA,TA
121500,5,5,1073,9571,1956,1073.0,1.0,1956.0,1,2,Edwards,1Story,TA,TA
60000,5,3,1276,9571,1958,1276.0,1.0,1958.0,1,3,Edwards,1Story,TA,TA
154400,6,7,1639,9350,1946,747.0,1.0,1946.0,1,3,Edwards,2Story,Gd,TA
113000,4,6,672,9340,1941,672.0,1.0,1941.0,1,2,Edwards,1Story,TA,TA
125000,5,6,1089,7440,1954,1089.0,1.0,1954.0,1,3,Edwards,1Story,TA,TA
84000,4,3,845,11500,1957,0.0,1.0,1957.0,1,3,Edwards,1Story,TA,TA
139500,5,5,1049,4235,1984,1049.0,1.0,1984.0,2,2,Edwards,1Story,Gd,Gd
131000,5,4,1716,11409,1949,768.0,1.0,1949.0,1,3,Edwards,1.5Fin,TA,TA
105000,6,5,1258,9060,1939,560.0,1.0,1939.0,1,2,Edwards,1.5Fin,TA,TA
108000,4,5,1510,9084,1940,755.0,1.0,1940.0,1,4,Edwards,2Story,TA,TA
162000,7,6,1061,10778,1990,1054.0,2.0,1990.0,1,1,SawyerW,SLvl,Gd,Gd
156500,6,5,1338,19255,1983,520.0,2.0,1983.0,1,2,SawyerW,SLvl,Gd,Gd
316600,8,8,2132,12327,1983,1496.0,2.0,1983.0,1,1,SawyerW,1.5Fin,Gd,Gd
271900,7,7,2196,14684,1990,2158.0,3.0,1990.0,2,3,SawyerW,1Story,Gd,Gd
213000,7,5,1775,9317,1993,740.0,2.0,1993.0,2,3,SawyerW,2Story,Gd,Gd
239900,7,5,1879,10560,1993,1079.0,2.0,1993.0,2,3,SawyerW,2Story,Gd,Gd
239500,8,5,2020,9828,1995,1128.0,2.0,1995.0,2,3,SawyerW,2Story,Gd,Gd
131000,5,7,2016,26400,1880,0.0,2.0,1900.0,1,4,SawyerW,2Story,TA,Gd
118964,5,5,1535,7018,1979,0.0,2.0,1979.0,2,4,SawyerW,1Story,TA,TA
153337,5,5,1224,7018,1979,1086.0,2.0,1979.0,0,2,SawyerW,SFoyer,TA,TA
147983,5,5,2228,7018,1979,0.0,2.0,1979.0,2,6,SawyerW,2Story,TA,TA
118858,5,5,1535,7018,1979,0.0,2.0,1979.0,2,4,SawyerW,1Story,TA,TA
118858,5,5,1535,7018,1979,0.0,2.0,1979.0,2,4,SawyerW,1Story,TA,TA
142953,5,5,2240,7018,1979,0.0,2.0,1979.0,2,6,SawyerW,2Story,TA,TA
148325,5,5,1229,7040,1979,1094.0,2.0,1979.0,0,2,SawyerW,SFoyer,Gd,TA
113722,5,5,1513,7007,1979,0.0,2.0,1979.0,2,4,SawyerW,1Story,TA,TA
269500,7,5,2787,11855,2000,1168.0,4.0,2000.0,4,6,SawyerW,2Story,TA,TA
269500,7,5,2787,7939,2000,1168.0,4.0,2000.0,4,6,SawyerW,2Story,TA,TA
269500,7,5,2787,7976,2000,1168.0,4.0,2000.0,4,6,SawyerW,2Story,TA,TA
323262,9,5,1680,10933,2009,1555.0,3.0,2009.0,1,1,CollgCr,1Story,Ex,Ex
297000,8,5,1718,10637,2007,1705.0,3.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
295493,8,5,1630,10226,2008,1622.0,3.0,2008.0,2,3,CollgCr,1Story,Ex,Gd
332000,9,5,1720,10816,2008,1720.0,3.0,2008.0,2,3,CollgCr,1Story,Ex,Ex
239900,8,5,1468,9178,2008,1468.0,3.0,2008.0,2,3,CollgCr,1Story,Gd,Gd
212000,8,5,1768,10769,2007,866.0,2.0,2007.0,2,3,CollgCr,2Story,Gd,Gd
272500,8,5,1838,11422,2007,1838.0,2.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
239000,9,5,1800,11923,2007,1800.0,2.0,2007.0,2,2,CollgCr,1Story,Ex,Gd
220000,7,5,1604,8814,2006,1604.0,2.0,2006.0,2,3,CollgCr,1Story,Gd,Gd
200000,7,5,1290,6762,2007,1282.0,2.0,2007.0,2,2,CollgCr,1Story,Gd,Gd
221800,8,5,1254,10324,2008,1254.0,3.0,2008.0,2,2,CollgCr,1Story,Gd,Gd
194500,7,5,1232,7314,2007,1232.0,2.0,2007.0,2,2,CollgCr,1Story,Gd,Gd
237000,8,5,1498,11645,2005,1498.0,3.0,2005.0,2,3,CollgCr,1Story,Gd,Gd
173000,6,5,1422,11646,2005,704.0,2.0,2005.0,2,3,CollgCr,2Story,Gd,Gd
275000,7,5,1644,12800,1989,1518.0,2.0,1989.0,2,2,SawyerW,SLvl,Gd,Gd
233500,7,5,1759,16698,1992,1449.0,2.0,1992.0,2,3,ClearCr,2Story,Gd,Gd
185000,5,5,2126,28698,1967,1013.0,2.0,1967.0,2,3,ClearCr,2Story,TA,TA
152000,5,5,1040,12464,1996,1040.0,2.0,2000.0,1,3,CollgCr,1Story,Gd,TA
143000,5,7,990,9757,1994,990.0,1.0,1995.0,1,3,CollgCr,1Story,TA,TA
231500,6,5,1764,15426,1997,928.0,2.0,1997.0,2,3,CollgCr,2Story,Gd,TA
212000,7,6,1661,10667,1996,799.0,2.0,1996.0,2,3,CollgCr,2Story,Gd,Gd
207000,7,5,1463,14753,1998,1463.0,2.0,1998.0,2,3,CollgCr,1Story,TA,TA
145000,5,5,1097,10859,1994,1097.0,2.0,1995.0,1,3,CollgCr,1Story,TA,TA
138000,5,5,990,8072,1994,990.0,2.0,2000.0,1,3,CollgCr,1Story,TA,TA
197900,7,5,1779,10400,1998,866.0,2.0,1998.0,2,3,CollgCr,2Story,Gd,TA
204000,7,5,1501,10335,1999,1490.0,2.0,1999.0,2,3,CollgCr,1Story,Gd,Gd
192000,7,5,1431,9017,1999,1431.0,2.0,1999.0,2,3,CollgCr,1Story,Gd,Gd
200000,6,5,1772,8750,1998,928.0,2.0,1998.0,2,3,CollgCr,2Story,TA,TA
195000,7,5,1660,8935,2002,831.0,2.0,2002.0,2,3,CollgCr,2Story,Gd,Gd
227000,7,5,1573,9808,2002,1573.0,2.0,2002.0,2,3,CollgCr,1Story,Gd,Gd
230000,7,5,1840,12420,2001,944.0,2.0,2001.0,2,3,CollgCr,2Story,Gd,Gd
187100,7,5,1430,16285,2001,1413.0,2.0,2001.0,2,3,CollgCr,1Story,Gd,Gd
203000,7,5,1444,10739,2002,1431.0,2.0,2002.0,2,3,CollgCr,1Story,Gd,Gd
201000,7,5,1492,11166,2001,1492.0,2.0,2001.0,2,3,CollgCr,1Story,Gd,Gd
124000,5,5,1040,8430,1978,1040.0,0.0,,2,3,CollgCr,1Story,TA,TA
140000,5,5,907,16269,1978,907.0,1.0,1978.0,1,3,CollgCr,1Story,TA,TA
134900,5,7,914,6950,1979,914.0,2.0,1979.0,1,2,CollgCr,1Story,TA,TA
150500,5,7,1040,8800,1977,1040.0,2.0,1977.0,2,3,CollgCr,1Story,Gd,TA
136500,5,8,864,7000,1978,864.0,1.0,1978.0,1,3,CollgCr,1Story,TA,Gd
143500,5,7,1268,9286,1977,1268.0,1.0,1978.0,1,3,CollgCr,1Story,Gd,TA
133500,5,6,864,15523,1972,864.0,1.0,1972.0,1,3,CollgCr,1Story,TA,TA
123000,5,5,894,7200,1972,894.0,2.0,1985.0,1,2,CollgCr,1Story,TA,TA
133900,5,8,768,7200,1972,768.0,1.0,1974.0,1,2,CollgCr,SFoyer,TA,TA
133000,5,7,768,8445,1972,768.0,2.0,1988.0,1,2,CollgCr,SFoyer,TA,TA
250000,7,5,1611,11664,2002,1569.0,3.0,2002.0,2,3,CollgCr,1Story,Gd,Gd
254750,8,5,2184,12334,2003,1068.0,2.0,2003.0,2,4,CollgCr,2Story,Gd,Gd
236500,8,5,1788,11838,2001,1753.0,2.0,2001.0,2,3,CollgCr,1Story,Ex,Gd
261500,8,5,1872,11885,2001,1299.0,2.0,2001.0,2,3,CollgCr,2Story,Ex,Gd
313000,9,5,2153,11050,2000,1440.0,3.0,2000.0,2,3,CollgCr,2Story,Ex,Gd
198500,7,5,1725,8749,2002,840.0,2.0,2002.0,2,3,CollgCr,2Story,Gd,Gd
211000,7,5,1870,11250,2001,944.0,2.0,2001.0,2,3,CollgCr,2Story,Gd,Gd
220000,8,5,1513,15750,1999,1462.0,2.0,1999.0,2,2,CollgCr,1Story,Gd,Gd
203000,7,5,1504,11883,1996,1504.0,2.0,1996.0,2,3,CollgCr,1Story,Gd,Gd
279500,8,5,1828,12782,2002,1822.0,2.0,2002.0,2,3,CollgCr,1Story,Gd,Gd
210000,7,5,1417,8750,1997,1417.0,2.0,1997.0,2,3,CollgCr,1Story,Gd,Gd
219500,7,5,2034,9375,1997,1057.0,2.0,1998.0,2,3,CollgCr,2Story,Gd,TA
191000,7,5,1716,8750,1996,880.0,2.0,1996.0,2,2,CollgCr,2Story,Gd,Gd
178000,7,5,1212,9100,2001,1212.0,2.0,2001.0,2,3,CollgCr,1Story,Gd,Gd
213000,7,5,1630,9750,2000,1630.0,2.0,2000.0,2,3,CollgCr,1Story,Gd,Gd
144000,6,5,848,4435,2003,848.0,2.0,2003.0,1,1,CollgCr,1Story,Gd,Gd
140000,6,5,848,4435,2003,848.0,2.0,2003.0,1,1,CollgCr,1Story,Gd,Gd
293200,8,5,1602,10200,2007,1578.0,3.0,2007.0,2,3,CollgCr,1Story,Gd,Gd
190000,7,5,1728,9313,2004,864.0,2.0,2004.0,2,3,CollgCr,2Story,Gd,Gd
190000,7,5,1500,8487,2004,1500.0,2.0,2004.0,2,3,CollgCr,1Story,Gd,Gd
173500,6,5,1476,8633,2005,738.0,2.0,2005.0,2,3,CollgCr,2Story,Gd,Gd
170000,6,5,1396,11069,2007,608.0,2.0,2007.0,2,3,CollgCr,2Story,Gd,Gd
108000,4,5,1126,8777,1949,0.0,2.0,2002.0,2,2,Edwards,1Story,Gd,TA
167000,5,7,1486,9937,1964,1486.0,2.0,1968.0,1,3,Edwards,1Story,TA,TA
100000,4,6,816,8877,1938,816.0,1.0,1958.0,1,2,Edwards,1Story,TA,TA
198500,7,5,1922,7301,2003,0.0,2.0,2003.0,3,4,Edwards,SFoyer,Gd,Gd
159500,6,6,1426,7950,1977,690.0,2.0,1977.0,1,3,Edwards,2Story,TA,TA
127000,4,6,1149,10682,1960,1014.0,1.0,1968.0,1,3,Edwards,1Story,TA,TA
125000,6,6,1125,7200,1976,1041.0,1.0,1977.0,1,3,Edwards,SLvl,TA,TA
320000,9,5,1698,13286,2007,1698.0,3.0,2007.0,2,3,Edwards,1Story,Ex,Ex
145500,6,5,1072,3675,2005,547.0,2.0,2005.0,1,2,Edwards,SFoyer,TA,TA
118000,5,9,698,9405,1947,698.0,0.0,,1,2,Edwards,1Story,TA,TA
85000,4,5,876,6410,1959,876.0,1.0,1959.0,1,3,Edwards,1Story,TA,TA
120000,5,5,1368,11767,1950,1078.0,1.0,1950.0,1,3,Edwards,1Story,TA,TA
98000,4,3,1529,8405,1945,0.0,1.0,1945.0,2,4,Edwards,1.5Fin,TA,TA
99900,5,8,864,4060,1922,864.0,0.0,,1,2,Edwards,1Story,TA,TA
82000,3,3,944,10206,1952,0.0,2.0,1956.0,1,2,Edwards,1Story,Fa,TA
119900,5,5,1678,10926,1959,1678.0,0.0,,2,6,Edwards,1Story,TA,TA
103500,5,5,1560,11767,1956,1150.0,1.0,1956.0,1,2,Edwards,1Story,TA,TA
112000,4,3,960,8926,1956,672.0,1.0,1956.0,1,3,Edwards,1Story,TA,TA
110000,6,8,1196,12354,1920,684.0,2.0,2005.0,1,3,Edwards,1.5Fin,Gd,TA
122000,5,6,1298,8212,1941,720.0,1.0,1940.0,1,3,Edwards,1.5Fin,TA,TA
117000,5,5,1604,10998,1941,984.0,2.0,1977.0,2,3,Edwards,1.5Fin,TA,TA
160000,5,4,1268,6300,1938,832.0,1.0,1938.0,1,3,SWISU,1.5Fin,TA,TA
159434,5,5,1520,4500,1932,793.0,1.0,1968.0,1,3,SWISU,1.5Fin,TA,TA
60000,2,5,438,8400,1920,290.0,1.0,1930.0,1,1,SWISU,1Story,Fa,TA
139500,6,7,1489,9900,1940,778.0,1.0,1940.0,2,3,SWISU,1.5Fin,TA,TA
197000,7,3,3082,15863,1920,824.0,2.0,1970.0,2,5,SWISU,2.5Fin,TA,TA
105000,6,6,1242,5707,1935,583.0,1.0,1926.0,1,3,SWISU,2Story,TA,TA
135000,4,3,1981,7804,1928,1122.0,2.0,1981.0,2,4,SWISU,1.5Fin,Gd,TA
147500,6,8,1232,8574,1916,816.0,2.0,1916.0,1,3,Crawfor,1Story,Gd,Gd
137450,6,6,1608,6171,1925,976.0,1.0,1925.0,2,3,SWISU,1.5Fin,Gd,TA
155000,7,9,1135,7200,1936,560.0,2.0,1971.0,1,3,SWISU,2Story,Gd,Gd
177000,6,6,1913,7558,1928,896.0,2.0,1929.0,1,3,Crawfor,1.5Fin,TA,TA
145000,7,7,1477,6292,1928,861.0,1.0,1928.0,2,3,SWISU,1.5Fin,TA,TA
137000,7,8,1228,7155,1918,600.0,1.0,1918.0,1,3,Crawfor,2Story,TA,TA
234000,7,9,2080,10918,1926,1276.0,1.0,1926.0,1,3,Crawfor,2Story,Gd,Gd
205000,5,6,1567,13680,1940,840.0,2.0,1961.0,1,2,Crawfor,1.5Fin,TA,TA
177500,6,7,1494,7500,1942,771.0,1.0,1942.0,1,3,Crawfor,2Story,Gd,TA
160000,5,7,1308,9600,1940,728.0,1.0,1940.0,1,2,Crawfor,1.5Fin,TA,Gd
155000,5,4,1273,14680,1960,1273.0,1.0,1960.0,1,2,Crawfor,1Story,TA,TA
163500,5,7,964,13360,1921,876.0,2.0,1921.0,1,2,Crawfor,1Story,TA,TA
154900,5,6,1343,7681,1921,731.0,1.0,1921.0,1,3,Crawfor,1.5Fin,TA,TA
205000,7,6,2480,8145,1940,920.0,2.0,1940.0,2,5,Crawfor,2.5Unf,TA,TA
144800,5,6,1112,9100,1954,1112.0,1.0,1954.0,1,2,Crawfor,1Story,TA,TA
174500,7,7,1564,12000,1941,704.0,1.0,1941.0,1,3,Crawfor,2Story,Fa,TA
193000,6,6,1561,13339,1960,1561.0,2.0,1960.0,2,3,Crawfor,1Story,TA,TA
158000,5,7,1523,15600,1949,1067.0,1.0,1949.0,2,3,Crawfor,1.5Fin,Fa,TA
158500,6,8,1152,14000,1950,1092.0,1.0,1950.0,1,3,Crawfor,1Story,Gd,TA
224000,6,5,1906,17500,1954,1310.0,2.0,1954.0,1,3,Crawfor,1Story,TA,TA
115000,6,6,1032,1733,1980,516.0,2.0,1980.0,1,2,Blueste,2Story,TA,TA
137000,6,6,1229,1488,1980,561.0,2.0,1980.0,1,2,Blueste,2Story,Gd,TA
121000,6,6,1229,1612,1980,561.0,2.0,1980.0,1,2,Blueste,2Story,TA,TA
124000,6,6,1229,1300,1980,561.0,2.0,1980.0,1,2,Blueste,2Story,TA,TA
208000,6,6,1982,13607,1986,572.0,2.0,1986.0,2,3,Crawfor,SLvl,TA,TA
315000,7,9,2365,17597,1971,1803.0,2.0,1971.0,2,3,Crawfor,1Story,Ex,Gd
222000,6,9,1680,21695,1988,880.0,2.0,1988.0,2,3,Crawfor,1Story,Gd,Gd
147000,5,7,1344,10690,1920,672.0,1.0,1964.0,1,3,IDOTRR,2Story,TA,TA
123000,5,6,2168,8660,1900,760.0,2.0,1998.0,2,5,IDOTRR,2Story,Gd,TA
78000,5,5,1192,6402,1920,596.0,1.0,1920.0,1,3,IDOTRR,2Story,TA,TA
85000,3,2,1526,8470,1915,1013.0,0.0,,1,2,IDOTRR,1.5Fin,Fa,Fa
75000,4,6,572,10200,1925,572.0,1.0,1940.0,1,2,IDOTRR,1Story,TA,TA
230000,8,5,1648,3843,2007,1596.0,2.0,2007.0,2,2,Crawfor,1Story,Ex,Ex
57625,2,4,810,21780,1910,0.0,1.0,1975.0,1,1,IDOTRR,1Story,TA,Fa
251000,8,5,2052,10125,2000,1107.0,3.0,2000.0,2,3,Mitchel,2Story,Gd,Gd
239686,7,5,2149,12822,2003,1434.0,2.0,2003.0,1,1,Mitchel,1.5Fin,Gd,Gd
240000,7,5,1710,12118,2004,1710.0,2.0,2004.0,2,3,Mitchel,1Story,Gd,Gd
215000,6,5,1961,12209,2001,804.0,2.0,2001.0,2,3,Mitchel,2Story,Gd,TA
156450,6,6,926,9750,1977,902.0,1.0,1977.0,1,2,Mitchel,SFoyer,TA,TA
173000,6,7,1287,9360,1977,957.0,2.0,1977.0,1,2,Mitchel,SFoyer,TA,TA
126000,5,5,1734,10125,1977,0.0,2.0,1977.0,2,4,Mitchel,1.5Fin,Gd,TA
173000,7,5,1217,9947,1990,1188.0,2.0,1990.0,2,3,Mitchel,SLvl,Gd,TA
152000,5,5,1595,11070,1991,1582.0,2.0,1991.0,2,2,Mitchel,1Story,TA,TA
137500,6,6,1344,14375,1958,819.0,2.0,1958.0,1,3,Timber,SLvl,Gd,TA
375000,7,5,2036,215245,1965,2136.0,2.0,1965.0,2,3,Timber,1Story,TA,TA
315500,9,5,1620,12898,2007,1620.0,3.0,2008.0,2,2,Timber,1Story,Ex,Gd
224500,7,5,1692,13159,2009,846.0,2.0,2009.0,2,3,Timber,2Story,Gd,TA
410000,9,5,2036,13438,2008,2190.0,3.0,2008.0,2,3,Timber,1Story,Ex,Ex
316500,9,5,1641,14463,2008,1641.0,3.0,2008.0,2,3,Timber,1Story,Ex,Ex
201000,8,5,1466,8925,2007,1466.0,3.0,2007.0,2,3,Timber,1Story,Gd,Gd
175000,6,5,1412,11457,1988,1392.0,2.0,1988.0,2,3,Timber,1Story,Gd,TA
204000,6,8,2237,9839,1980,712.0,2.0,1980.0,2,3,Timber,2Story,Gd,TA
213500,7,5,1479,14419,1987,1645.0,2.0,1987.0,2,3,Timber,SLvl,Gd,TA
220000,8,5,1296,6853,2001,1267.0,2.0,2001.0,2,2,Timber,1Story,Gd,Gd
170000,7,5,2014,9157,2003,912.0,2.0,2003.0,2,3,Timber,2Story,Gd,Gd
315000,9,5,1838,14601,2006,1838.0,3.0,2006.0,2,2,Timber,1Story,Ex,Ex
425000,9,5,1978,12633,2007,1978.0,3.0,2007.0,2,2,Timber,1Story,Ex,Ex
139500,5,7,1008,12518,1968,1008.0,1.0,1968.0,1,3,Mitchel,1Story,Gd,TA
115000,5,4,1771,21750,1960,0.0,2.0,1960.0,1,3,Mitchel,1Story,TA,TA
162000,6,5,1204,4500,1998,1204.0,2.0,1998.0,2,2,Mitchel,1Story,TA,TA
165000,6,5,1224,4500,1999,1224.0,2.0,1999.0,2,2,Mitchel,1Story,TA,TA
91000,4,5,988,1596,1973,462.0,1.0,1973.0,1,2,MeadowV,SLvl,TA,TA
130000,5,6,874,9858,1968,864.0,1.0,1968.0,1,3,Mitchel,1Story,TA,TA
86000,4,8,630,1526,1970,630.0,1.0,1970.0,1,1,MeadowV,SFoyer,Gd,TA
160000,5,5,1404,13383,1969,1188.0,2.0,1969.0,2,3,Mitchel,1Story,TA,TA
80000,4,4,630,1477,1970,630.0,1.0,1970.0,1,1,MeadowV,SFoyer,TA,TA
97000,4,6,1344,1533,1970,546.0,0.0,,1,3,MeadowV,2Story,TA,TA
88000,4,4,1092,2217,1970,546.0,1.0,1970.0,1,3,MeadowV,2Story,TA,TA
131900,5,8,796,7689,1972,796.0,1.0,1998.0,1,2,Mitchel,SFoyer,TA,TA
131250,6,5,1091,7706,1993,384.0,1.0,1993.0,1,2,Mitchel,SLvl,TA,TA
165500,5,6,1110,9101,1978,1097.0,2.0,1978.0,1,1,Mitchel,SFoyer,Gd,TA
112000,5,5,833,8780,1985,833.0,0.0,,1,3,Mitchel,1Story,TA,TA
149000,5,6,883,7669,1992,828.0,2.0,1998.0,1,2,Mitchel,SFoyer,TA,TA
143000,5,5,1362,14115,1993,796.0,2.0,1993.0,1,1,Mitchel,1.5Fin,TA,TA
130000,5,5,1287,10429,1992,624.0,2.0,2001.0,1,3,Mitchel,2Story,TA,TA
196000,6,5,1567,9819,1977,1567.0,2.0,1977.0,2,2,Mitchel,1Story,Gd,TA
173000,5,7,1632,10457,1969,784.0,2.0,1969.0,1,4,Mitchel,2Story,TA,Gd
176500,6,8,1414,11029,1958,1184.0,2.0,1990.0,1,3,NAmes,1Story,TA,Ex
237500,6,7,2117,12925,1970,1205.0,2.0,1970.0,2,4,NAmes,1Story,TA,TA
206900,6,5,2112,11075,1969,952.0,2.0,1969.0,2,4,NAmes,2Story,TA,TA
187500,6,5,1604,8702,1997,926.0,2.0,1997.0,2,3,Gilbert,2Story,TA,TA
165000,6,5,1470,8139,1995,680.0,2.0,1995.0,2,3,Gilbert,2Story,TA,TA
195500,6,5,1604,9535,1998,926.0,2.0,1998.0,2,3,Gilbert,2Story,TA,TA
192000,6,5,1638,9042,1998,943.0,2.0,1998.0,2,3,Gilbert,2Story,TA,TA
173000,6,5,1636,15038,1996,916.0,2.0,1996.0,2,3,Gilbert,2Story,TA,TA
177900,5,5,1384,14137,1996,1348.0,2.0,1996.0,2,3,Gilbert,1Story,Gd,Gd
175000,7,5,1446,21872,1996,729.0,2.0,1996.0,2,3,Gilbert,2Story,TA,TA
286000,8,5,1593,4923,2001,1593.0,2.0,2001.0,1,0,StoneBr,1Story,Ex,Gd
247900,8,5,1682,6264,1997,1664.0,2.0,1997.0,1,1,StoneBr,1Story,Gd,Gd
180000,8,5,1337,5395,1993,1337.0,2.0,1993.0,2,2,StoneBr,1Story,Gd,Gd
180000,8,5,1280,5070,1992,1280.0,2.0,1992.0,2,2,StoneBr,1Story,Gd,Gd
181000,6,5,1604,10839,1997,926.0,2.0,1997.0,2,3,Gilbert,2Story,TA,TA
183000,6,5,1633,11184,1998,932.0,2.0,1998.0,2,3,Gilbert,2Story,TA,TA
188000,6,5,1658,8000,1995,773.0,2.0,1995.0,2,3,Gilbert,2Story,TA,TA
194500,7,5,1895,10832,1994,712.0,2.0,1994.0,2,3,Gilbert,2Story,Gd,Gd
185000,6,5,1709,14067,1991,836.0,2.0,1991.0,2,3,Gilbert,2Story,Gd,TA
189000,8,5,1228,4671,1988,1228.0,2.0,1988.0,2,2,StoneBr,1Story,Gd,Gd
188500,8,5,1337,5950,1989,1337.0,2.0,1989.0,2,2,StoneBr,1Story,Gd,Gd
355000,8,5,2500,13543,2005,1168.0,3.0,2005.0,3,5,StoneBr,2Story,Ex,Gd
